Swiss-Prot	Affymetrix
AAH31835	36042_at
AAK92490	36042_at
AAM77876	36042_at
Q16620	36042_at
Q8N5X4	36042_at
Q8WXJ5	36042_at
Q8WXJ6	36042_at
Q8WXJ7	36042_at
Q8WXJ8	36042_at
---	36043_at
AAH07831	36044_at
O43924	36044_at
O43738	36045_at
Q8N3C0	36045_at
Q9H1I9	36045_at
Q96BL1	36046_at
Q96PM5	36046_at
Q9Y3X7	36046_at
Q96PY6	36047_at
Q96SS2	36047_at
Q9H6P7	36047_at
O94796	36048_at
Q8NEM6	36048_at
Q9UNU8	36048_at
Q9Y2W9	36048_at
---	36049_at
Q9UM82	36050_at
P35612	36051_s_at
Q96HD4	36051_s_at
P35612	36052_at
Q96HD4	36052_at
P42773	36053_at
Q8N7K4	36054_at
Q9UFX8	36054_at
Q9Y6X3	36054_at
---	36055_at
---	36056_g_at
O60267	36057_at
Q8TAZ0	36058_at
Q9H1I8	36058_at
Q9H711	36058_at
Q9H9D6	36058_at
O75096	36059_at
P13624	36060_at
---	36061_at
O60711	36062_at
Q9UF72	36063_at
O43526	36064_at
O43679	36065_at
O60619	36065_at
O75480	36065_at
Q96HN2	36066_at
Q99731	36067_at
O14618	36068_at
Q8NEV0	36068_at
O75044	36069_at
Q8WUJ3	36070_at
Q9H1K5	36070_at
Q9NPN9	36070_at
Q9ULM1	36070_at
---	36071_at
O75820	36072_at
Q99608	36073_at
---	36074_at
---	36075_at
---	36076_g_at
Q9BW83	36077_at
Q96MS6	36078_at
Q9P2P4	36078_at
Q9Y4S2	36078_at
O14679	36079_at
Q9BWB8	36079_at
O15516	36080_at
Q8NE19	36081_s_at
Q9NVD3	36081_s_at
P13688	36082_at
Q13854	36082_at
Q13858	36082_at
Q13859	36082_at
Q15600	36082_at
Q16170	36082_at
Q96CA7	36082_at
Q12999	36083_at
Q14999	36084_at
AAM12622	36085_at
P11488	36085_at
P51946	36086_at
O43159	36087_at
O95456	36088_at
Q9H3D9	36089_at
Q9NT51	36089_at
Q9Y2H2	36089_at
Q8N2L6	36090_at
Q96E41	36090_at
Q9Y4P3	36090_at
O75563	36091_at
Q9UBZ3	36091_at
Q9UED8	36091_at
---	36092_at
Q8WU73	36093_at
Q9NZS4	36093_at
Q9UFT6	36093_at
Q9Y4D8	36093_at
P45378	36094_at
Q12975	36094_at
Q12977	36094_at
Q8WWL1	36095_at
Q96C99	36095_at
Q96DZ5	36095_at
Q9UFT7	36095_at
Q9H902	36096_at
Q03827	36097_at
Q96GN4	36097_at
Q9BTL4	36097_at
BAB93456	36098_at
Q07955	36098_at
BAB93456	36099_at
Q07955	36099_at
Q96DU7	360_at
Q9UE25	360_at
Q9Y475	360_at
AAM03108	36100_at
P15692	36100_at
Q8WUQ2	36100_at
Q96FD9	36100_at
Q96KJ0	36100_at
Q96L82	36100_at
AAM03108	36101_s_at
P15692	36101_s_at
Q8WUQ2	36101_s_at
Q96FD9	36101_s_at
Q96KJ0	36101_s_at
Q96L82	36101_s_at
Q9Y277	36102_at
P10147	36103_at
P16619	36103_at
Q14745	36103_at
P07919	36104_at
P40199	36105_at
Q13774	36105_at
Q14921	36105_at
Q14922	36105_at
P02656	36106_at
P18859	36107_at
AAH12106	36108_at
O19506	36108_at
O19707	36108_at
O19708	36108_at
O19709	36108_at
O19710	36108_at
O19711	36108_at
O19712	36108_at
O19713	36108_at
O19714	36108_at
O19741	36108_at
O19764	36108_at
O78219	36108_at
P01919	36108_at
P03992	36108_at
P05537	36108_at
P79526	36108_at
P79551	36108_at
Q09035	36108_at
Q29755	36108_at
Q29785	36108_at
Q29877	36108_at
Q29884	36108_at
Q29900	36108_at
Q29965	36108_at
Q29966	36108_at
Q29967	36108_at
Q29969	36108_at
Q29970	36108_at
Q30007	36108_at
Q30061	36108_at
Q30074	36108_at
Q30075	36108_at
Q30076	36108_at
Q30077	36108_at
Q30078	36108_at
Q30079	36108_at
Q30080	36108_at
Q30081	36108_at
Q30083	36108_at
Q30084	36108_at
Q30088	36108_at
Q30090	36108_at
Q30091	36108_at
Q30092	36108_at
Q30093	36108_at
Q30096	36108_at
Q30097	36108_at
Q30098	36108_at
Q30099	36108_at
Q30100	36108_at
Q30132	36108_at
Q30146	36108_at
Q30153	36108_at
Q30155	36108_at
Q30202	36108_at
Q31633	36108_at
Q95IH2	36108_at
Q9MYH2	36108_at
Q9TQ76	36108_at
P12955	36109_at
Q8TBN9	36109_at
Q9BT75	36109_at
AAH18288	36110_at
AAM21084	36110_at
AAO15677	36110_at
P20339	36110_at
AAH01303	36111_s_at
Q01130	36111_s_at
Q8N220	36111_s_at
Q8NAK9	36111_s_at
AAH01303	36112_r_at
Q01130	36112_r_at
Q8N220	36112_r_at
Q8NAK9	36112_r_at
AAH10963	36113_s_at
AAH34143	36113_s_at
O95472	36113_s_at
P13805	36113_s_at
AAH10963	36114_r_at
AAH34143	36114_r_at
O95472	36114_r_at
P13805	36114_r_at
P49761	36115_at
Q15642	36116_at
Q8NFL1	36116_at
Q8TCY1	36116_at
Q8TDX3	36116_at
Q96RJ1	36116_at
Q05397	36117_at
Q8IYN9	36117_at
Q8N638	36117_at
Q8N9D7	36117_at
O00150	36118_at
O43792	36118_at
O43793	36118_at
Q13071	36118_at
Q13420	36118_at
Q03135	36119_at
Q06136	36120_at
O95207	36121_at
O95208	36121_at
Q9H7Z2	36121_at
Q9UPT7	36121_at
AAH23659	36122_at
P34062	36122_at
Q16762	36123_at
P25325	36124_at
Q96GI4	36124_at
Q9UKM9	36125_s_at
AAH20985	36126_at
Q13057	36126_at
Q8NBM7	36126_at
Q8NEW1	36126_at
Q8WXD4	36126_at
AAH20985	36127_g_at
Q13057	36127_g_at
Q8NBM7	36127_g_at
Q8NEW1	36127_g_at
Q8WXD4	36127_g_at
CAD66561	36128_at
CAD89913	36128_at
P49755	36128_at
O43147	36129_at
Q8IXU4	36129_at
AAO32956	36130_f_at
P04732	36130_f_at
Q8TD51	36130_f_at
O00299	36131_at
P49419	36132_at
P15924	36133_at
Q8N8R0	36134_at
Q96BL8	36134_at
Q99784	36134_at
Q9BWJ9	36134_at
Q99848	36135_at
O14683	36136_at
Q8N8U5	36136_at
Q99785	36136_at
Q9BQC1	36136_at
Q14839	36137_at
Q8IXZ5	36137_at
AAH17308	36138_at
AAH18931	36138_at
P04632	36138_at
Q96EW0	36138_at
O43734	36139_at
AAH38384	36140_at
P16991	36140_at
Q15325	36140_at
P17538	36141_at
Q96C81	36142_at
Q96FF1	36142_at
P42574	36143_at
Q8IXU3	36144_at
Q96SU2	36144_at
Q9BT88	36144_at
Q969E7	36145_at
Q96D94	36145_at
Q99628	36145_at
Q9NZA0	36145_at
Q9UHX1	36145_at
Q9UJY7	36145_at
O95190	36146_at
Q9HD73	36146_at
P43308	36147_at
P51693	36148_at
Q14195	36149_at
Q8IXW6	36149_at
O94928	36150_at
Q8IVT7	36150_at
Q8IWE5	36150_at
Q8N2T4	36150_at
Q96AY0	36150_at
Q8IV08	36151_at
Q92853	36151_at
Q9BW87	36151_at
P31150	36152_at
Q08211	36153_at
Q12803	36153_at
Q92551	36154_at
Q92563	36155_at
P29972	36156_at
Q8TBI5	36156_at
P16234	36157_at
Q96KZ7	36157_at
AAB52575	36158_at
O95654	36158_at
Q14203	36158_at
Q9BRM9	36158_at
P04156	36159_s_at
Q8N4I5	36160_s_at
Q92932	36160_s_at
Q9NSR5	36160_s_at
Q9Y4F8	36160_s_at
Q9Y4I6	36160_s_at
Q9Y4I9	36160_s_at
P21851	36161_at
Q96EL6	36161_at
Q96J19	36161_at
P35613	36162_at
Q8IZL7	36162_at
P09622	36163_at
Q8WTS4	36163_at
O00330	36164_at
Q96FV8	36164_at
P09669	36165_at
O75937	36166_at
Q8N4Z5	36166_at
Q9P051	36166_at
Q9P1E0	36166_at
Q16467	36167_at
Q99437	36167_at
AAH15035	36168_at
P11362	36168_at
Q02063	36168_at
Q02065	36168_at
Q14306	36168_at
Q14307	36168_at
Q8N685	36168_at
O15239	36169_at
O95571	36170_at
P53999	36171_at
Q96L29	36171_at
O14617	36172_s_at
O14617	36173_r_at
CAD28462	36174_at
P49006	36174_at
P31629	36175_s_at
Q02646	36175_s_at
AAH17479	36176_at
Q15814	36176_at
Q15631	36177_at
P34897	36178_at
Q8N1A5	36178_at
Q96DR1	36178_at
P49137	36179_at
Q8IYD6	36179_at
P49137	36180_s_at
Q8IYD6	36180_s_at
Q14847	36181_at
Q96IG0	36181_at
P25054	36182_at
Q16097	36182_at
Q16098	36182_at
Q9UM98	36182_at
AAH11770	36183_at
Q14296	36183_at
Q8IVA0	36183_at
Q9BWD7	36183_at
Q9H918	36183_at
Q02809	36184_at
P49588	36185_at
Q15287	36186_at
Q15288	36186_at
Q8WY42	36186_at
Q9NYG3	36186_at
AAH14629	36187_at
P13489	36187_at
Q96FD7	36187_at
Q9BQ80	36187_at
Q92664	36188_at
Q12905	36189_at
Q9BWD4	36189_at
Q01850	36190_at
Q00059	36191_at
BAA12106	36192_at
Q12765	36192_at
Q8IWD1	36192_at
P53365	36193_at
P30533	36194_at
P50213	36195_at
Q9H3X0	36195_at
AAH12799	36196_at
AAH21203	36196_at
P08237	36196_at
P78457	36196_at
Q96I60	36196_at
---	36197_at
Q15388	36198_at
Q96G86	36198_at
P51397	36199_at
Q9BUC9	36199_at
O00512	361_at
Q96KQ7	36200_at
Q04760	36201_at
AAH22265	36202_at
P04541	36202_at
AAA59966	36203_at
AAA59968	36203_at
AAH25296	36203_at
P11926	36203_at
P10586	36204_at
Q16795	36205_at
Q9BTT5	36205_at
P53985	36206_at
Q92503	36207_at
P25440	36208_at
P25440	36209_at
P25440	36210_g_at
Q92843	36211_at
---	36212_at
Q96CI0	36213_at
Q9Y4C4	36213_at
O43474	36214_at
Q8N717	36214_at
P22694	36215_at
Q8IYR5	36215_at
Q96B09	36215_at
O95219	36216_at
Q9H398	36216_at
Q15208	36217_at
Q9UPD3	36217_at
Q15208	36218_g_at
Q9UPD3	36218_g_at
O75477	36219_at
AAH43235	36220_at
O94760	36220_at
P14621	36221_at
O95867	36222_at
Q8IY94	36222_at
---	36223_at
---	36224_g_at
---	36225_s_at
---	36226_r_at
P16871	36227_at
O14833	36228_at
Q96QK7	36228_at
Q96F46	36229_at
---	36230_at
AAO33762	36231_at
AAO33763	36231_at
Q8NCJ9	36231_at
Q96FE7	36231_at
Q92913	36232_at
O95340	36233_at
---	36234_at
Q16236	36235_at
---	36236_at
O95742	36237_at
Q8N192	36237_at
Q9NQA6	36237_at
Q9NQC2	36237_at
P98177	36238_at
Q16633	36239_at
Q13905	36240_at
Q8IV73	36240_at
P35575	36241_r_at
Q15515	36242_at
Q15399	36243_at
Q16600	36244_at
Q8TAS5	36244_at
AAN01277	36245_at
P41595	36245_at
P40145	36246_at
CAA27876	36247_f_at
P00326	36247_f_at
O75539	36248_at
Q9HBY2	36248_at
Q8IW63	36249_at
Q8N316	36249_at
Q8N4H3	36249_at
Q96H00	36249_at
Q8IW63	36250_at
Q8N316	36250_at
Q8N4H3	36250_at
Q96H00	36250_at
---	36251_at
Q16619	36252_at
P02818	36253_at
Q8N4T6	36253_at
P20366	36254_at
Q9Y494	36254_at
P33765	36255_at
Q13449	36256_at
Q8IV49	36256_at
---	36257_at
P14619	36258_at
Q13976	36258_at
O95358	36259_at
Q9HBX3	36259_at
---	36260_at
Q9BSW7	36261_at
Q9NZ18	36261_at
AAH12482	36262_at
P15586	36262_at
AAH12482	36263_g_at
P15586	36263_g_at
AAH03109	36264_at
P42679	36264_at
Q16176	36264_at
Q9NST8	36264_at
---	36265_at
Q99777	36266_at
Q14625	36267_at
Q9UBC1	36267_at
Q9UBX4	36267_at
Q99677	36268_at
O15072	36269_at
Q96AY5	36269_at
AAH40261	36270_at
P42081	36270_at
Q9UPX6	36271_at
P02689	36272_r_at
Q15078	36273_at
Q8N619	36273_at
Q8TAM4	36273_at
P30825	36274_at
Q8NC49	36275_at
Q96JU9	36275_at
Q96SM8	36275_at
Q96SW4	36275_at
Q96SY4	36275_at
Q96T04	36275_at
Q9H2E6	36275_at
Q9HBL2	36275_at
Q02246	36276_at
Q8N482	36276_at
P07766	36277_at
Q02779	36278_at
O60303	36279_at
Q8N803	36279_at
AAH35802	36280_at
P49863	36280_at
Q02575	36281_at
---	36282_at
P26196	36283_at
Q8IV96	36283_at
AAH31330	36284_at
Q14210	36284_at
Q8N4D8	36284_at
P48050	36285_at
---	36286_at
P48736	36287_at
Q8IV23	36287_at
Q9BZC8	36287_at
Q14533	36288_at
Q8WU52	36288_at
Q9BR74	36288_at
P51993	36289_f_at
Q9UND8	36289_f_at
P51993	36290_s_at
Q9UND8	36290_s_at
CAD89920	36291_at
Q8TCQ5	36291_at
Q96B23	36291_at
AAN01279	36292_at
P41231	36292_at
AAH33584	36293_at
O00574	36293_at
AAO37094	36294_at
Q13043	36294_at
Q15452	36294_at
O14856	36295_at
P52741	36295_at
P01374	36296_at
Q8N4C3	36296_at
P18846	36297_at
P41219	36298_at
P01258	36299_at
P06881	36299_at
Q05513	362_at
---	36300_at
AAH32810	36301_at
P51460	36301_at
P52333	36301_at
AAH17723	36302_f_at
P43358	36302_f_at
Q14798	36302_f_at
O43693	36303_f_at
Q03923	36303_f_at
Q96HE0	36303_f_at
P07358	36304_at
Q01959	36305_at
O43525	36306_at
Q9Y469	36307_at
---	36308_at
O14793	36309_at
Q15323	36310_at
AAH22480	36311_at
P54750	36311_at
Q9H3Q9	36311_at
Q9Y246	36311_at
Q9Y633	36311_at
Q9Y634	36311_at
P50452	36312_at
Q8N178	36312_at
AAH35572	36313_at
P49771	36314_at
Q9H8D6	36315_i_at
Q9H8D6	36316_r_at
Q92828	36317_at
Q8IXG2	36318_at
Q8TBM6	36318_at
Q9H2J7	36318_at
Q9H9F5	36318_at
Q9NW50	36318_at
Q12947	36319_at
O60347	36320_at
Q9UG83	36320_at
---	36321_at
Q11130	36322_at
P14867	36323_at
P29275	36324_at
P05813	36325_at
---	36326_at
AAB35012	36327_at
P48048	36327_at
P04278	36328_at
Q13296	36329_at
Q16773	36330_at
Q8N191	36330_at
Q96E07	36330_at
---	36331_at
Q16613	36332_at
AAH09599	36333_at
P18124	36333_at
Q15289	36333_at
Q9HBG7	36334_at
Q9UIB4	36334_at
Q9UIB5	36334_at
Q13410	36335_at
Q8TEM0	36336_s_at
Q9Y2G9	36336_s_at
Q8TEM0	36337_at
Q9Y2G9	36337_at
Q8N4X3	36338_at
Q8TDN2	36339_at
P17029	36340_at
Q8TBW5	36340_at
Q8TEK7	36340_at
Q96FA2	36340_at
P36980	36341_s_at
P36980	36342_r_at
Q9UQ00	36343_at
P55085	36344_at
P55085	36345_g_at
P47804	36346_at
Q96FC5	36346_at
Q96HT6	36346_at
AAH09783	36347_f_at
AAH09783	36348_r_at
P48049	36349_at
---	36350_at
Q96I82	36351_at
Q9BQ73	36351_at
Q96EN4	36352_at
---	36353_at
Q9UQP3	36354_at
---	36355_at
P43026	36356_at
Q9P224	36357_at
AAH31906	36358_at
P32969	36358_at
AAH39888	36359_at
---	36360_at
Q13319	36361_at
Q96G76	36361_at
P55017	36362_at
Q16880	36363_at
P80404	36364_at
Q16260	36364_at
Q8N5W2	36364_at
Q96BG2	36364_at
Q99800	36364_at
Q9Y210	36365_at
Q8WZ95	36366_at
Q9UBX8	36366_at
Q96RW0	36367_at
Q9BZA6	36367_at
Q9BZA7	36367_at
Q9H4E0	36367_at
Q9P2M0	36367_at
Q9P2X4	36367_at
Q9P2X5	36367_at
---	36368_at
O00535	36369_at
Q9BT85	36369_at
Q9HAP4	36369_at
O00358	36370_at
AAH26244	36371_at
Q9NXA7	36371_at
P52790	36372_at
Q8N1E7	36372_at
P98168	36373_at
---	36374_at
---	36375_at
O43511	36376_at
Q13478	36377_at
O00322	36378_at
O75631	36379_at
Q9Y4M8	36380_at
---	36381_at
O75901	36382_at
Q8N5U8	36382_at
P11308	36383_at
Q16324	36383_at
Q8IXK9	36383_at
Q14032	36384_at
Q96L31	36384_at
AAH44636	36385_at
P49750	36385_at
Q8NBB9	36385_at
Q8NF45	36385_at
Q96I64	36385_at
AAH39158	36386_at
Q15118	36386_at
---	36387_at
P49190	36388_at
Q8N429	36388_at
O95727	36389_at
Q99788	36390_at
O60563	36391_at
P52742	36392_at
Q8N9M3	36392_at
Q92782	36393_at
O94772	36394_at
---	36395_at
---	36396_at
AAH33639	36397_at
P30532	36397_at
---	36398_at
---	36399_at
P05129	363_at
---	36400_at
Q9Y2H3	36401_at
Q8IZC7	36402_at
Q96F93	36402_at
Q8IZC7	36403_s_at
Q96F93	36403_s_at
P43220	36404_at
P43220	36405_s_at
Q9UKR3	36406_at
Q9UKR3	36407_at
Q9Y267	36408_at
Q16385	36409_f_at
Q9BU88	36409_f_at
Q9NZK4	36409_f_at
Q12926	36410_f_at
Q8NEM4	36410_f_at
Q12926	36411_s_at
Q8NEM4	36411_s_at
O00485	36412_s_at
O00486	36412_s_at
Q92985	36412_s_at
Q9UE79	36412_s_at
---	36413_at
O14936	36414_s_at
Q9BYH6	36414_s_at
Q9NYB2	36414_s_at
O14936	36415_at
Q9BYH6	36415_at
Q9NYB2	36415_at
O14936	36416_g_at
Q9BYH6	36416_g_at
Q9NYB2	36416_g_at
O43203	36417_s_at
P09110	36417_s_at
Q8NCW8	36417_s_at
Q96CA6	36417_s_at
O43900	36418_at
---	36419_at
Q8IWI5	36420_at
Q9NZM3	36420_at
---	36421_at
Q8N2W7	36422_s_at
Q8TEH7	36422_s_at
Q9H2X0	36422_s_at
O60356	36423_at
O76041	36424_at
Q8N8M3	36424_at
O76041	36425_at
Q8N8M3	36425_at
O76041	36426_g_at
Q8N8M3	36426_g_at
Q96E32	36427_at
Q9BRY8	36427_at
---	36428_at
AAH34761	36429_at
O15218	36429_at
AAH34761	36430_at
O15218	36430_at
---	36431_at
Q9HCC0	36432_at
AAH36086	36433_at
O75311	36433_at
Q9UPF3	36433_at
AAH36086	36434_r_at
O75311	36434_r_at
Q9UPF3	36434_r_at
P35813	36435_at
O14960	36436_at
O60738	36437_s_at
---	36438_at
---	36439_at
---	36440_at
Q12791	36441_at
Q12917	36441_at
Q12921	36441_at
Q12960	36441_at
Q13150	36441_at
Q9UBB0	36441_at
Q9UQK6	36441_at
Q12791	36442_g_at
Q12917	36442_g_at
Q12921	36442_g_at
Q12960	36442_g_at
Q13150	36442_g_at
Q9UBB0	36442_g_at
Q9UQK6	36442_g_at
O14741	36443_at
O15064	36443_at
Q92865	36443_at
Q99499	36443_at
Q9NYC9	36443_at
P55773	36444_s_at
P55773	36445_at
P51858	36446_s_at
Q15662	36446_s_at
O00602	36447_at
---	36448_at
P10082	36449_s_at
P10082	36450_at
AAH40531	36451_at
P36896	36451_at
O15271	36452_at
Q8N286	36452_at
Q8N3V7	36452_at
Q9UPX1	36452_at
O94819	36453_at
O43570	36454_at
Q14050	36455_at
Q96IF4	36455_at
Q9BT15	36455_at
Q8IYH5	36456_at
Q8IYP0	36456_at
Q8IYR1	36456_at
Q8TEK4	36456_at
Q9Y4U0	36456_at
AAH12178	36457_at
P49915	36457_at
AAH44890	36458_at
Q9Y2M0	36458_at
Q9Y6X5	36459_at
O15160	36460_at
Q96HT3	36460_at
Q13445	36461_at
Q13558	36462_at
AAH44216	36463_at
Q9UL15	36463_at
P54108	36464_at
Q13568	36465_at
Q9BS59	36466_at
Q9Y4J8	36466_at
Q9BS59	36467_g_at
Q9Y4J8	36467_g_at
Q9BS59	36468_at
Q9Y4J8	36468_at
Q9BS59	36469_at
Q9Y4J8	36469_at
---	36470_s_at
Q9BS59	36471_f_at
Q9Y4J8	36471_f_at
Q13287	36472_at
Q8WTW2	36472_at
AAL79676	36473_at
Q8IXQ1	36473_at
Q9Y2K6	36473_at
O94874	36474_at
Q8N765	36474_at
O75600	36475_at
O43178	36476_at
Q15355	36476_at
Q969M9	36476_at
Q9H0E9	36476_at
P19429	36477_at
Q8N9W0	36477_at
Q8N9W5	36477_at
Q96AR2	36477_at
Q15361	36478_at
O95995	36479_at
P46019	36480_at
Q96CR3	36480_at
O43929	36481_at
Q96B14	36481_at
Q9BS20	36481_at
AAH35729	36482_s_at
Q93084	36482_s_at
Q14435	36483_at
Q14435	36484_at
O75808	36485_at
Q8WTY9	36485_at
Q96EU4	36485_at
Q9BUW0	36485_at
O94897	36486_at
Q8WYY4	36486_at
Q96AI7	36486_at
Q96RV3	36486_at
Q9Y2J9	36486_at
O60902	36487_at
Q9H1U4	36488_at
P09329	36489_at
P09329	36490_s_at
Q99406	36491_at
O00233	36492_at
P33241	36493_at
---	36494_at
P09467	36495_at
Q96E46	36495_at
O14732	36496_at
Q9UJT3	36496_at
Q8IVF2	36497_at
Q8IYY1	36497_at
Q8N3G4	36497_at
Q96EX9	36497_at
Q00382	36498_at
Q9HCU4	36499_at
Q01970	364_s_at
Q8N1A4	364_s_at
AAH07816	36500_at
Q15738	36500_at
P35813	36501_at
O94921	36502_at
O00585	36503_at
O95363	36504_at
Q9P062	36504_at
O14958	36505_at
Q8IW64	36506_at
Q96KG3	36506_at
Q99996	36506_at
Q9UFL2	36506_at
AAH41704	36507_at
Q9UDV7	36507_at
AAH17166	36508_at
O75487	36508_at
Q96L43	36508_at
---	36509_at
AAH01771	36510_at
P13984	36510_at
O94935	36511_at
Q96AX7	36511_at
Q9NTJ5	36511_at
P22760	36512_at
Q8N1A9	36512_at
Q13361	36513_at
Q96BX2	36514_at
Q99675	36514_at
Q9Y223	36515_at
Q8WTR7	36516_at
Q9ULS9	36516_at
Q9Y4Q7	36516_at
AAH01177	36517_at
AAH01923	36517_at
Q01081	36517_at
AAH05123	36518_at
O15270	36518_at
P07992	36519_at
Q8WWH8	36519_at
Q96S40	36519_at
Q96E87	36520_at
Q9BUH3	36520_at
Q9Y4C7	36520_at
AAH41804	36521_at
Q8WY46	36521_at
Q9UGA5	36521_at
Q9Y2K0	36521_at
O75114	36522_at
Q14188	36522_at
Q8IZ34	36522_at
Q8IZL1	36522_at
Q8N6W3	36522_at
Q96AI8	36522_at
Q9H801	36522_at
Q04656	36523_at
Q9HDC6	36524_at
Q9NR80	36524_at
Q9NTG0	36524_at
Q9UPP0	36524_at
Q9NVQ8	36525_at
Q9UK27	36525_at
Q9UKA5	36525_at
Q9UKC9	36525_at
Q9Y3Y9	36525_at
O00245	36526_at
Q8IYF4	36526_at
Q8N8F1	36526_at
Q9UBQ6	36526_at
Q9Y388	36527_at
Q9Y3I8	36527_at
Q9Y6G0	36527_at
AAH33146	36528_at
P04424	36528_at
Q9BQ45	36529_at
Q9P092	36529_at
Q9BQ45	36530_g_at
Q9P092	36530_g_at
Q9BQ45	36531_r_at
Q9P092	36531_r_at
AAH43277	36532_at
O15056	36532_at
Q8IZA8	36532_at
Q9H226	36532_at
Q16647	36533_at
Q8IVY4	36534_at
Q96N69	36534_at
Q9C0C8	36534_at
P55081	36535_at
O75543	36536_at
Q8IY83	36536_at
Q9P0W3	36536_at
Q9P0W4	36536_at
Q9P0W5	36536_at
O60274	36537_at
Q969M0	36537_at
Q96KQ4	36538_at
---	36539_at
Q8N798	36540_at
Q9BYZ6	36540_at
O75472	36541_at
Q8WUJ6	36541_at
Q8WXJ3	36541_at
Q96D76	36541_at
Q96EY1	36541_at
Q96IV1	36541_at
Q9NYH8	36541_at
Q8WYK8	36542_at
Q92581	36542_at
P13726	36543_at
Q8NCW7	36543_at
---	36544_at
AAH33613	36545_s_at
O60289	36545_s_at
Q8N4U8	36545_s_at
Q8WU14	36545_s_at
AAH33613	36546_r_at
O60289	36546_r_at
Q8N4U8	36546_r_at
Q8WU14	36546_r_at
AAH46221	36547_r_at
Q8N8C1	36547_r_at
O94969	36548_at
Q8NCT3	36548_at
O43808	36549_at
Q8WYP3	36550_at
Q8IYQ5	36551_at
Q8N999	36551_at
Q8IYM4	36552_at
Q8NB87	36552_at
Q8NDH7	36552_at
Q9Y4M2	36552_at
O95671	36553_at
P52943	36553_at
O95671	36554_at
P52943	36554_at
O76070	36555_at
Q96P61	36555_at
O75160	36556_at
Q8TBK1	36556_at
Q9H8D4	36556_at
Q9Y4Q4	36556_at
Q02641	36557_at
Q8N3X9	36557_at
Q02641	36558_at
Q8N3X9	36558_at
Q02641	36559_g_at
Q8N3X9	36559_g_at
O75069	36560_at
Q8IW47	36560_at
P05166	36561_at
Q8WVH4	36561_at
Q96CX0	36561_at
Q9HBR7	36561_at
O43310	36562_at
Q8IVD5	36562_at
Q9NSM7	36563_at
Q8N2S8	36564_at
Q8WUF3	36564_at
O15541	36565_at
O60931	36566_at
Q8IZ01	36566_at
---	36567_at
---	36568_at
P05452	36569_at
P05937	36570_at
Q02880	36571_at
Q8WTY5	36571_at
Q15041	36572_r_at
Q8N5M6	36572_r_at
O75925	36573_at
AAH00933	36574_at
O15384	36574_at
O15385	36574_at
P51553	36574_at
Q08116	36575_at
O75367	36576_at
Q96D41	36576_at
Q9H8P3	36576_at
CAD61925	36577_at
Q14840	36577_at
Q96AC1	36577_at
Q13490	36578_at
Q8IZZ0	36578_at
Q14139	36579_at
Q9H6W5	36580_at
Q9H871	36580_at
Q9H9H2	36580_at
P41250	36581_at
P41250	36582_g_at
Q13596	36583_at
P19823	36584_at
P18085	36585_at
O00170	36586_at
P13639	36587_at
Q8TA90	36587_at
O94901	36588_at
Q96CZ7	36588_at
Q9HA14	36588_at
AAN09721	36589_at
P15121	36589_at
P36021	36590_at
P05215	36591_at
P35232	36592_at
Q93063	36593_at
Q93063	36594_s_at
P50440	36595_s_at
P50440	36596_r_at
Q14978	36597_at
Q96J17	36597_at
Q9BUV3	36597_at
O15357	36598_s_at
Q13577	36598_s_at
Q13578	36598_s_at
P23368	36599_at
Q9BWL6	36599_at
P35663	365_at
CAD62621	36600_at
Q06323	36600_at
P18206	36601_at
Q8IXU7	36601_at
Q10713	36602_at
Q9BT52	36602_at
AAH46177	36603_at
O95651	36603_at
Q8N5I5	36603_at
Q8WU80	36603_at
Q92616	36603_at
Q99736	36603_at
Q9UE60	36603_at
Q16781	36604_at
P15884	36605_at
Q8NEH3	36605_at
AAH33866	36606_at
P16870	36606_at
P17050	36607_at
P40925	36608_at
P43003	36609_at
Q8N169	36609_at
Q15032	36610_at
Q8IW32	36610_at
Q9BVG5	36610_at
AAH07422	36611_at
O75702	36611_at
P24666	36611_at
P24667	36611_at
Q8WW94	36611_at
Q92567	36612_at
Q12894	36613_at
Q9BVB4	36613_at
Q9UJ88	36613_at
AAH20235	36614_at
P11021	36614_at
Q9UK02	36614_at
P55145	36615_at
Q15038	36616_at
P41134	36617_at
P41134	36618_g_at
P41134	36619_r_at
AAH01034	36620_at
AAL15444	36620_at
P00441	36620_at
P02765	36621_at
P02679	36622_at
O75090	36623_at
P05186	36623_at
Q9UIL5	36623_at
Q9Y447	36623_at
P12268	36624_at
AAH04436	36625_at
CAD61883	36625_at
P49753	36625_at
AAH03098	36626_at
P51659	36626_at
Q14515	36627_at
Q8N4S1	36627_at
Q15311	36628_at
Q8NAI1	36629_at
Q8WVB9	36629_at
Q99576	36629_at
Q8NAI1	36630_at
Q8WVB9	36630_at
Q99576	36630_at
AAH07062	36631_at
AAH09601	36631_at
P30048	36631_at
Q14579	36631_at
O43572	36632_at
Q96AJ7	36632_at
O43572	36633_at
Q96AJ7	36633_at
P78543	36634_at
Q8N4L6	36635_at
Q9Y2G3	36635_at
P04181	36636_at
P50995	36637_at
AAA75378	36638_at
P29279	36638_at
P30566	36639_at
AAH15821	36640_at
AAH31006	36640_at
AAH31008	36640_at
P10916	36640_at
Q14908	36640_at
P47755	36641_at
---	36642_at
Q08345	36643_at
Q96T61	36643_at
Q96T62	36643_at
P48509	36644_at
Q04206	36645_at
Q13313	36645_at
